rating,reviewer_id,date,review_title,review_body,category,score_gemini,score_groq,tokens,bing_prediction,swn_prediction
5.0,sheryl,2026-02-21,,buy years work everything call vegetable canola oil,food,5.0,5.0,"['buy', 'years', 'work', 'everything', 'call', 'vegetable', 'canola', 'oil']",neutral,neutral
5.0,michael,2025-12-14,good price 26 good quality product,oil good name brand vegetable oil fry stuff cook bake,food,4.0,5.0,"['oil', 'good', 'name', 'brand', 'vegetable', 'oil', 'fry', 'stuff', 'cook', 'bake']",positive,positive
5.0,rn2tired,2025-11-01,good,vegetable oil great fry good name brand much cheaper choose great value oil others,food,4.0,5.0,"['vegetable', 'oil', 'great', 'fry', 'good', 'name', 'brand', 'much', 'cheaper', 'choose', 'great', 'value', 'oil', 'others']",positive,positive
5.0,leslie,2025-11-03,,oil gods sake really matter make vegetable oil want taste go buy flavor oil like olive oil,food,2.0,1.0,"['oil', 'gods', 'sake', 'really', 'matter', 'make', 'vegetable', 'oil', 'want', 'taste', 'go', 'buy', 'flavor', 'oil', 'like', 'olive', 'oil']",positive,positive
5.0,theqjb,2025-10-16,great value vegetable oil,good alternative brand without inflate price high smoke point overall better option mg budget,food,5.0,5.0,"['good', 'alternative', 'brand', 'without', 'inflate', 'price', 'high', 'smoke', 'point', 'overall', 'better', 'option', 'mg', 'budget']",positive,positive
4.0,cynthia,2025-10-27,ok value,sorry not much fan oil seem like take longer cook foods brand,food,4.0,2.0,"['sorry', 'not', 'much', 'fan', 'oil', 'seem', 'like', 'take', 'longer', 'cook', 'foods', 'brand']",negative,positive
5.0,maryhelen,2025-11-02,good product good value,really cant remember use another vegetable oil ive cook years bake fry good price,food,3.0,5.0,"['really', 'cant', 'remember', 'use', 'another', 'vegetable', 'oil', 'ive', 'cook', 'years', 'bake', 'fry', 'good', 'price']",positive,positive
5.0,jeff,2025-10-15,work,cheap fry oil tendency burn lower expect temperatures expect use cheap oil,food,2.0,2.0,"['cheap', 'fry', 'oil', 'tendency', 'burn', 'lower', 'expect', 'temperatures', 'expect', 'use', 'cheap', 'oil']",positive,positive
5.0,cillo,2025-11-02,,price especially budget great product order use product time,food,1.0,5.0,"['price', 'especially', 'budget', 'great', 'product', 'order', 'use', 'product', 'time']",positive,positive
5.0,ashley,2025-11-01,,vegetable oil work like need vegetable oil budget grab great value vegetable oil,food,4.0,5.0,"['vegetable', 'oil', 'work', 'like', 'need', 'vegetable', 'oil', 'budget', 'grab', 'great', 'value', 'vegetable', 'oil']",positive,positive
5.0,susan,2025-11-10,,work great french fry family love way fry taste fry occasional treat rather air fry bake,food,4.0,5.0,"['work', 'great', 'french', 'fry', 'family', 'love', 'way', 'fry', 'taste', 'fry', 'occasional', 'treat', 'rather', 'air', 'fry', 'bake']",positive,positive
1.0,suckit,2025-11-12,,didnt get didnt get refund walmart worst work ethic customer service liars thieve shop krogers,food,4.0,1.0,"['didnt', 'get', 'didnt', 'get', 'refund', 'walmart', 'worst', 'work', 'ethic', 'customer', 'service', 'liars', 'thieve', 'shop', 'krogers']",negative,negative
5.0,narendra,2025-11-14,,li would highly recommend customers edible good health no irritate strong smell,food,1.0,5.0,"['li', 'would', 'highly', 'recommend', 'customers', 'edible', 'good', 'health', 'no', 'irritate', 'strong', 'smell']",positive,positive
5.0,jewel,2025-11-14,,definitely another win ongoing increase price performance flavor definitely point thank,food,5.0,5.0,"['definitely', 'another', 'win', 'ongoing', 'increase', 'price', 'performance', 'flavor', 'definitely', 'point', 'thank']",neutral,neutral
5.0,delores,2025-11-16,,get big bottle cook oil decide go small bottle oil less space cabinet,food,3.0,5.0,"['get', 'big', 'bottle', 'cook', 'oil', 'decide', 'go', 'small', 'bottle', 'oil', 'less', 'space', 'cabinet']",neutral,neutral
5.0,ellen,2025-11-15,good,oil goto versatility flavor use bake fry griddle,food,3.0,5.0,"['oil', 'goto', 'versatility', 'flavor', 'use', 'bake', 'fry', 'griddle']",neutral,neutral
5.0,betty,2025-11-23,,buy price dont complaints good pricier brand name,food,4.0,5.0,"['buy', 'price', 'dont', 'complaints', 'good', 'pricier', 'brand', 'name']",positive,positive
5.0,hester,2025-11-22,,trust walmart great value label present good quality food products lower price deliver,food,4.0,5.0,"['trust', 'walmart', 'great', 'value', 'label', 'present', 'good', 'quality', 'food', 'products', 'lower', 'price', 'deliver']",positive,positive
5.0,david,2025-12-28,,great go oil need especially like potatoes caramelize onions,food,4.0,5.0,"['great', 'go', 'oil', 'need', 'especially', 'like', 'potatoes', 'caramelize', 'onions']",positive,positive
5.0,joannaisha,2025-12-25,walmart brand excellent,purchase oil use find work perfect need no reason pay extra name brand,food,4.0,5.0,"['purchase', 'oil', 'use', 'find', 'work', 'perfect', 'need', 'no', 'reason', 'pay', 'extra', 'name', 'brand']",positive,positive
4.0,esther,2025-12-25,,cook oil product store neutral flavor use bake fry,food,5.0,5.0,"['cook', 'oil', 'product', 'store', 'neutral', 'flavor', 'use', 'bake', 'fry']",neutral,neutral
5.0,rebecca,2025-12-29,great value good name brand,use lot bake poppyseed bread everyone love bread great vegetable oil good name brand,food,2.0,5.0,"['use', 'lot', 'bake', 'poppyseed', 'bread', 'everyone', 'love', 'bread', 'great', 'vegetable', 'oil', 'good', 'name', 'brand']",positive,positive
5.0,pamela,2026-01-02,,dont use lot oil cook also reuse oil without bad taste taste burn,food,1.0,1.0,"['dont', 'use', 'lot', 'oil', 'cook', 'also', 'reuse', 'oil', 'without', 'bad', 'taste', 'taste', 'burn']",negative,negative
5.0,doris,2026-01-06,great,cant afford olive oil one never know really olive oil price way buy,food,3.0,5.0,"['cant', 'afford', 'olive', 'oil', 'one', 'never', 'know', 'really', 'olive', 'oil', 'price', 'way', 'buy']",neutral,neutral
5.0,anna,2026-01-07,love food mainly chicken,love oil try keep much oil system though child lovely teens try nice jeans try cut oil bake,food,4.0,5.0,"['love', 'oil', 'try', 'keep', 'much', 'oil', 'system', 'though', 'child', 'lovely', 'teens', 'try', 'nice', 'jeans', 'try', 'cut', 'oil', 'bake']",positive,positive
5.0,catherine,2026-01-06,,work fine cut grocery cost one way not tell difference taste,food,5.0,5.0,"['work', 'fine', 'cut', 'grocery', 'cost', 'one', 'way', 'not', 'tell', 'difference', 'taste']",neutral,neutral
5.0,debbie,2026-01-08,healthy egg,egg good usually like 24 egg pack not available settle 12 pack good value,food,3.0,4.0,"['egg', 'good', 'usually', 'like', '24', 'egg', 'pack', 'not', 'available', 'settle', '12', 'pack', 'good', 'value']",positive,positive
5.0,caitlin,2026-01-07,great product,good product use make latkes holiday taste great buy,food,5.0,5.0,"['good', 'product', 'use', 'make', 'latkes', 'holiday', 'taste', 'great', 'buy']",positive,positive
4.0,artisha,2026-02-21,,like great price dislike get black 1 use use fudgy browniesand dont dry fast,food,2.0,2.0,"['like', 'great', 'price', 'dislike', 'get', 'black', '1', 'use', 'use', 'fudgy', 'browniesand', 'dont', 'dry', 'fast']",positive,positive
3.0,teresa,2026-02-01,,oil okay small bottle hard sheriffs plastic flimsy sqeezed durjng open oil everywhere,food,1.0,1.0,"['oil', 'okay', 'small', 'bottle', 'hard', 'sheriffs', 'plastic', 'flimsy', 'sqeezed', 'durjng', 'open', 'oil', 'everywhere']",negative,negative
4.0,tami,2026-02-02,,want cisco brand shopper say walmart doubt walmart not need oil,food,3.0,1.0,"['want', 'cisco', 'brand', 'shopper', 'say', 'walmart', 'doubt', 'walmart', 'not', 'need', 'oil']",neutral,neutral
5.0,edilsa,2026-02-09,,oil use fry doesnt leave oily taste start use bake also work great,food,4.0,5.0,"['oil', 'use', 'fry', 'doesnt', 'leave', 'oily', 'taste', 'start', 'use', 'bake', 'also', 'work', 'great']",positive,positive
5.0,dolores,2026-02-07,,good taste like flavor wise isnt rich price good always go recommend 100,food,5.0,5.0,"['good', 'taste', 'like', 'flavor', 'wise', 'isnt', 'rich', 'price', 'good', 'always', 'go', 'recommend', '100']",positive,positive
5.0,auntiefaith,2026-02-10,good name brand,use great value oil bake fewtimes fry something oil light doesnt power taste food,food,4.0,5.0,"['use', 'great', 'value', 'oil', 'bake', 'fewtimes', 'fry', 'something', 'oil', 'light', 'doesnt', 'power', 'taste', 'food']",positive,positive
5.0,steve,2025-05-04,great watch eagle destroy chiefs,buy could experience amaze playoff run 20242025 philadelphia eagle go bird use centerpiece outdoor party tent watch eagle completly destroy kc chiefs beautiful watch superbowl 37 time last 3 monthsit best day life projector well worth money,electronics,2.0,5.0,"['buy', 'could', 'experience', 'amaze', 'playoff', 'run', '20242025', 'philadelphia', 'eagle', 'go', 'bird', 'use', 'centerpiece', 'outdoor', 'party', 'tent', 'watch', 'eagle', 'completly', 'destroy', 'kc', 'chiefs', 'beautiful', 'watch', 'superbowl', '37', 'time', 'last', '3', 'monthsit', 'best', 'day', 'life', 'projector', 'well', 'worth', 'money']",positive,positive
5.0,christina,2024-04-27,grandpa love nice projector,nice projector grandpa birthday gift happy purchase love stay home watch movie friendly user easy use set tv either use wifi bluetooth another like love go camp bring lightweighted small picture quality good tv thank much product arrive time able give weekend bday party,electronics,5.0,5.0,"['nice', 'projector', 'grandpa', 'birthday', 'gift', 'happy', 'purchase', 'love', 'stay', 'home', 'watch', 'movie', 'friendly', 'user', 'easy', 'use', 'set', 'tv', 'either', 'use', 'wifi', 'bluetooth', 'another', 'like', 'love', 'go', 'camp', 'bring', 'lightweighted', 'small', 'picture', 'quality', 'good', 'tv', 'thank', 'much', 'product', 'arrive', 'time', 'able', 'give', 'weekend', 'bday', 'party']",positive,positive
5.0,krista,2024-12-16,excellent picture,cool get kid christmas get stick check outsetting still watch kid come school dial make cleareven projector screen look clear buy kid one keep one downside cant download disney connect xbox want,electronics,5.0,3.0,"['cool', 'get', 'kid', 'christmas', 'get', 'stick', 'check', 'outsetting', 'still', 'watch', 'kid', 'come', 'school', 'dial', 'make', 'cleareven', 'projector', 'screen', 'look', 'clear', 'buy', 'kid', 'one', 'keep', 'one', 'downside', 'cant', 'download', 'disney', 'connect', 'xbox', 'want']",neutral,neutral
5.0,michelle,2024-11-26,amaze portable projector,buy around 50 black friday want affordable beginnerfriendly projector project bedroom ceiling take outside deck company havent try take outside project perfectly onto ceiling bluetooth capable use shokz headphones sound audio decent prefer connect another device sound better,electronics,4.0,5.0,"['buy', 'around', '50', 'black', 'friday', 'want', 'affordable', 'beginnerfriendly', 'projector', 'project', 'bedroom', 'ceiling', 'take', 'outside', 'deck', 'company', 'havent', 'try', 'take', 'outside', 'project', 'perfectly', 'onto', 'ceiling', 'bluetooth', 'capable', 'use', 'shokz', 'headphones', 'sound', 'audio', 'decent', 'prefer', 'connect', 'another', 'device', 'sound', 'better']",positive,positive
4.0,natalie,2025-04-14,good image work,really surprise quality image price size sound quality not amaze doesnt mean bad normal since design share video app work fine image although not perfect good enough see color main concern buy remind quality cheap tvs begin 2000s lol good enough extra secondary tv need case,electronics,3.0,4.0,"['really', 'surprise', 'quality', 'image', 'price', 'size', 'sound', 'quality', 'not', 'amaze', 'doesnt', 'mean', 'bad', 'normal', 'since', 'design', 'share', 'video', 'app', 'work', 'fine', 'image', 'although', 'not', 'perfect', 'good', 'enough', 'see', 'color', 'main', 'concern', 'buy', 'remind', 'quality', 'cheap', 'tvs', 'begin', '2000s', 'lol', 'good', 'enough', 'extra', 'secondary', 'tv', 'need', 'case']",positive,positive
4.0,anonymous,2025-07-12,impress,good projector price would recommend still use firestick roku applications software projector little glitchy definitely worth money though,electronics,4.0,5.0,"['good', 'projector', 'price', 'would', 'recommend', 'still', 'use', 'firestick', 'roku', 'applications', 'software', 'projector', 'little', 'glitchy', 'definitely', 'worth', 'money', 'though']",positive,positive
3.0,paul,2025-05-28,meh suckered review not,buy base article pop say 400 projector practically free lot lately bite figure 58 buck lose well wont airplay wont stream tube tv play file dim almost like bad drive basic android tv functionality not much simple yet kinda worthless not really worth ez operate focus thats worth unless totally dark room best option something else,electronics,2.0,1.0,"['buy', 'base', 'article', 'pop', 'say', '400', 'projector', 'practically', 'free', 'lot', 'lately', 'bite', 'figure', '58', 'buck', 'lose', 'well', 'wont', 'airplay', 'wont', 'stream', 'tube', 'tv', 'play', 'file', 'dim', 'almost', 'like', 'bad', 'drive', 'basic', 'android', 'tv', 'functionality', 'not', 'much', 'simple', 'yet', 'kinda', 'worthless', 'not', 'really', 'worth', 'ez', 'operate', 'focus', 'thats', 'worth', 'unless', 'totally', 'dark', 'room', 'best', 'option', 'something', 'else']",positive,positive
3.0,argenis,2025-01-31,get pay,make purchase base review clearly not worth 400 worth pay picture quality okay keystone feature work well soon adjust auto focus within milliseconds no brightness control time scenes youre watch look dark get 120 able adjust manual focus give clear picture things get blurry dont recommend use audio no good bluetooth speaker trick give context cell phone may sound better movie android play store good apps 26 game netflix cert,electronics,1.0,2.0,"['make', 'purchase', 'base', 'review', 'clearly', 'not', 'worth', '400', 'worth', 'pay', 'picture', 'quality', 'okay', 'keystone', 'feature', 'work', 'well', 'soon', 'adjust', 'auto', 'focus', 'within', 'milliseconds', 'no', 'brightness', 'control', 'time', 'scenes', 'youre', 'watch', 'look', 'dark', 'get', '120', 'able', 'adjust', 'manual', 'focus', 'give', 'clear', 'picture', 'things', 'get', 'blurry', 'dont', 'recommend', 'use', 'audio', 'no', 'good', 'bluetooth', 'speaker', 'trick', 'give', 'context', 'cell', 'phone', 'may', 'sound', 'better', 'movie', 'android', 'play', 'store', 'good', 'apps', '26', 'game', 'netflix', 'cert']",negative,positive
2.0,sharon,2025-01-30,go return,two star wifi bluetooth high resolution product not compatible airplay reach company tell use cable another thing project black spot definitely something wrong,electronics,1.0,2.0,"['two', 'star', 'wifi', 'bluetooth', 'high', 'resolution', 'product', 'not', 'compatible', 'airplay', 'reach', 'company', 'tell', 'use', 'cable', 'another', 'thing', 'project', 'black', 'spot', 'definitely', 'something', 'wrong']",positive,negative
1.0,anonymous,2025-03-18,quality issue not 4k,money time wast wont support 4k corner blur might get headache watch movies inconsistent quality picture auto correct another issue manually correct keystone make square hd project 15 feet width blur go bigger screen size projectors use many years plz spend little get good one,electronics,2.0,4.0,"['money', 'time', 'wast', 'wont', 'support', '4k', 'corner', 'blur', 'might', 'get', 'headache', 'watch', 'movies', 'inconsistent', 'quality', 'picture', 'auto', 'correct', 'another', 'issue', 'manually', 'correct', 'keystone', 'make', 'square', 'hd', 'project', '15', 'feet', 'width', 'blur', 'go', 'bigger', 'screen', 'size', 'projectors', 'use', 'many', 'years', 'plz', 'spend', 'little', 'get', 'good', 'one']",neutral,positive
2.0,cindi,2025-10-25,,not long picture go,electronics,1.0,4.0,"['not', 'long', 'picture', 'go']",neutral,neutral
3.0,jason,2025-05-06,not 4k,picture look good thing think gonna 4k not main reason buy,electronics,1.0,4.0,"['picture', 'look', 'good', 'thing', 'think', 'gonna', '4k', 'not', 'main', 'reason', 'buy']",positive,positive
5.0,luisa,2025-02-09,worth money,worth money spend connect apple tv work perfectly issue dont unplug turn back sound doesnt work overall product pretty good,electronics,3.0,5.0,"['worth', 'money', 'spend', 'connect', 'apple', 'tv', 'work', 'perfectly', 'issue', 'dont', 'unplug', 'turn', 'back', 'sound', 'doesnt', 'work', 'overall', 'product', 'pretty', 'good']",positive,positive
1.0,elfonsey,2024-12-05,false advertise,not item order evidence see attach picture recieved order picture would like item order money back make no difference,electronics,2.0,1.0,"['not', 'item', 'order', 'evidence', 'see', 'attach', 'picture', 'recieved', 'order', 'picture', 'would', 'like', 'item', 'order', 'money', 'back', 'make', 'no', 'difference']",negative,positive
4.0,christina,2025-02-12,cant scroll netflix easily,really like things dont like not able scroll netflix easilyyou use mouse button fact not chargeableit plug work,electronics,1.0,3.0,"['really', 'like', 'things', 'dont', 'like', 'not', 'able', 'scroll', 'netflix', 'easilyyou', 'use', 'mouse', 'button', 'fact', 'not', 'chargeableit', 'plug', 'work']",positive,positive
5.0,becky1968,2025-08-31,good pic,great pic easy use love pic back neighbor wood fence fire go,electronics,5.0,5.0,"['great', 'pic', 'easy', 'use', 'love', 'pic', 'back', 'neighbor', 'wood', 'fence', 'fire', 'go']",positive,positive
1.0,luis,2025-04-06,,scammed send bed sore lotion please dont buy,electronics,1.0,1.0,"['scammed', 'send', 'bed', 'sore', 'lotion', 'please', 'dont', 'buy']",neutral,neutral
5.0,aaliyah,2025-09-29,,projector absolutely amaze surprise price sound good picture quality super clearjust plug connect wifi worksss good come hdmi hook computer anything else,electronics,5.0,5.0,"['projector', 'absolutely', 'amaze', 'surprise', 'price', 'sound', 'good', 'picture', 'quality', 'super', 'clearjust', 'plug', 'connect', 'wifi', 'worksss', 'good', 'come', 'hdmi', 'hook', 'computer', 'anything', 'else']",positive,positive
5.0,angel,2024-04-23,worth buy,small size big effect plug play see comment try buy mentality not expect clear no difference tv convenient tv not hang wall put wall big screen tv also cast ceiling achieve lie enjoy program hundreds dollars see draw curtain day also clear slightly less night overall cost performance high real comment buyers behind real reference,electronics,5.0,5.0,"['small', 'size', 'big', 'effect', 'plug', 'play', 'see', 'comment', 'try', 'buy', 'mentality', 'not', 'expect', 'clear', 'no', 'difference', 'tv', 'convenient', 'tv', 'not', 'hang', 'wall', 'put', 'wall', 'big', 'screen', 'tv', 'also', 'cast', 'ceiling', 'achieve', 'lie', 'enjoy', 'program', 'hundreds', 'dollars', 'see', 'draw', 'curtain', 'day', 'also', 'clear', 'slightly', 'less', 'night', 'overall', 'cost', 'performance', 'high', 'real', 'comment', 'buyers', 'behind', 'real', 'reference']",negative,positive
5.0,bishal,2024-05-02,good small projector,projector arrive time good package projector light weight compact portable like visual resolution high definition clear clarity visuals projector connect internet use wifi speakers use bluetooth like sound speaker connect use bluetooth good small projector,electronics,4.0,5.0,"['projector', 'arrive', 'time', 'good', 'package', 'projector', 'light', 'weight', 'compact', 'portable', 'like', 'visual', 'resolution', 'high', 'definition', 'clear', 'clarity', 'visuals', 'projector', 'connect', 'internet', 'use', 'wifi', 'speakers', 'use', 'bluetooth', 'like', 'sound', 'speaker', 'connect', 'use', 'bluetooth', 'good', 'small', 'projector']",positive,positive
5.0,min,2024-05-08,good product,buy projector family room quality amaze everyone love projector easy use not much clean movie night doughters birthday freinds ask products afterwards downside audio little lower use bluetooth speaker fine overall family love lot,electronics,5.0,5.0,"['buy', 'projector', 'family', 'room', 'quality', 'amaze', 'everyone', 'love', 'projector', 'easy', 'use', 'not', 'much', 'clean', 'movie', 'night', 'doughters', 'birthday', 'freinds', 'ask', 'products', 'afterwards', 'downside', 'audio', 'little', 'lower', 'use', 'bluetooth', 'speaker', 'fine', 'overall', 'family', 'love', 'lot']",positive,positive
5.0,ns,2024-05-01,nice projector high picture quality,really like product compact nice design easy move install like pixels quality projector really help baby calm also enjoy watch movies projector connect wifi enjoy netflix youtube convenient move room anywhere without issue far happy purchase,electronics,5.0,5.0,"['really', 'like', 'product', 'compact', 'nice', 'design', 'easy', 'move', 'install', 'like', 'pixels', 'quality', 'projector', 'really', 'help', 'baby', 'calm', 'also', 'enjoy', 'watch', 'movies', 'projector', 'connect', 'wifi', 'enjoy', 'netflix', 'youtube', 'convenient', 'move', 'room', 'anywhere', 'without', 'issue', 'far', 'happy', 'purchase']",positive,positive
5.0,ss,2024-05-04,smart compact projector 4k,smart compact 4k projector like especially price range work well actually beyond expectations price think would not work wifi watch prime netflix youtube need not stick tv time move room want watch anything easy set worth buy,electronics,4.0,5.0,"['smart', 'compact', '4k', 'projector', 'like', 'especially', 'price', 'range', 'work', 'well', 'actually', 'beyond', 'expectations', 'price', 'think', 'would', 'not', 'work', 'wifi', 'watch', 'prime', 'netflix', 'youtube', 'need', 'not', 'stick', 'tv', 'time', 'move', 'room', 'want', 'watch', 'anything', 'easy', 'set', 'worth', 'buy']",positive,positive
5.0,calvin,2024-06-19,good compact projector,get mini projector smart movie projection recently awesome super easy set use picture quality pretty impressive small device lightweight portable ive move around house even use outdoor movie night one cool thing try project onto ceiling lie bedsuch fun experience check photo builtin speakers decent overall great little projector price,electronics,4.0,5.0,"['get', 'mini', 'projector', 'smart', 'movie', 'projection', 'recently', 'awesome', 'super', 'easy', 'set', 'use', 'picture', 'quality', 'pretty', 'impressive', 'small', 'device', 'lightweight', 'portable', 'ive', 'move', 'around', 'house', 'even', 'use', 'outdoor', 'movie', 'night', 'one', 'cool', 'thing', 'try', 'project', 'onto', 'ceiling', 'lie', 'bedsuch', 'fun', 'experience', 'check', 'photo', 'builtin', 'speakers', 'decent', 'overall', 'great', 'little', 'projector', 'price']",positive,positive
5.0,nikita,2024-05-06,simply great projector worth buy,simply amaze product well perform like product easy install take 5 minutes open operate work wifi price affordable enjoy watch show projector easy move setup room also carry want trip,electronics,5.0,5.0,"['simply', 'amaze', 'product', 'well', 'perform', 'like', 'product', 'easy', 'install', 'take', '5', 'minutes', 'open', 'operate', 'work', 'wifi', 'price', 'affordable', 'enjoy', 'watch', 'show', 'projector', 'easy', 'move', 'setup', 'room', 'also', 'carry', 'want', 'trip']",positive,positive
5.0,jona,2024-04-27,surprisingly good projector,take almost no time set simple small portable test floor verify important stuff work take mount base screw ceiling single screw washer instal work great im surprise quality image clear autokeystone function straighten image instantly wifi android os remote controller fine standalone entertainment projector not try cast nor usb hdmi function stream fast smooth minor complaint brightness image definitely not bright enough use well light room work well dim room great dark sound quality good not loud crystal clear besides thats bluetooth overall good easy use projector,electronics,5.0,4.0,"['take', 'almost', 'no', 'time', 'set', 'simple', 'small', 'portable', 'test', 'floor', 'verify', 'important', 'stuff', 'work', 'take', 'mount', 'base', 'screw', 'ceiling', 'single', 'screw', 'washer', 'instal', 'work', 'great', 'im', 'surprise', 'quality', 'image', 'clear', 'autokeystone', 'function', 'straighten', 'image', 'instantly', 'wifi', 'android', 'os', 'remote', 'controller', 'fine', 'standalone', 'entertainment', 'projector', 'not', 'try', 'cast', 'nor', 'usb', 'hdmi', 'function', 'stream', 'fast', 'smooth', 'minor', 'complaint', 'brightness', 'image', 'definitely', 'not', 'bright', 'enough', 'use', 'well', 'light', 'room', 'work', 'well', 'dim', 'room', 'great', 'dark', 'sound', 'quality', 'good', 'not', 'loud', 'crystal', 'clear', 'besides', 'thats', 'bluetooth', 'overall', 'good', 'easy', 'use', 'projector']",negative,positive
3.0,asia,2025-03-16,absolutely love im disappoint,love much absolutely amaze problem iphone unable connect phone option available miracast android spend 20 buy miracast phone app free service not able mirror phone big part order im disappoint also saw sell cheaper tiktok screenplay option iphone like say love serve purpose definitely wont buy tvs anymore product great im hurt not able connect phone,electronics,5.0,1.0,"['love', 'much', 'absolutely', 'amaze', 'problem', 'iphone', 'unable', 'connect', 'phone', 'option', 'available', 'miracast', 'android', 'spend', '20', 'buy', 'miracast', 'phone', 'app', 'free', 'service', 'not', 'able', 'mirror', 'phone', 'big', 'part', 'order', 'im', 'disappoint', 'also', 'saw', 'sell', 'cheaper', 'tiktok', 'screenplay', 'option', 'iphone', 'like', 'say', 'love', 'serve', 'purpose', 'definitely', 'wont', 'buy', 'tvs', 'anymore', 'product', 'great', 'im', 'hurt', 'not', 'able', 'connect', 'phone']",positive,positive
1.0,juan,2024-05-30,bait switch,try purchase projector list instead get different one probably inferior feature,electronics,1.0,1.0,"['try', 'purchase', 'projector', 'list', 'instead', 'get', 'different', 'one', 'probably', 'inferior', 'feature']",neutral,neutral
2.0,stephen,2024-10-31,could better,picture quality good auto adjust doesnt work well cant get apps work youtube without add chromcast roku,electronics,2.0,3.0,"['picture', 'quality', 'good', 'auto', 'adjust', 'doesnt', 'work', 'well', 'cant', 'get', 'apps', 'work', 'youtube', 'without', 'add', 'chromcast', 'roku']",positive,positive
5.0,bedy,2024-09-27,life saver,pocket projector nice image good resolution nice screen view size use seal girlfriend watch tv 1080p 60hz good game 4k 30hz decent game 1080p 60hz good video stream 4k 30hz decent video stream,electronics,5.0,5.0,"['pocket', 'projector', 'nice', 'image', 'good', 'resolution', 'nice', 'screen', 'view', 'size', 'use', 'seal', 'girlfriend', 'watch', 'tv', '1080p', '60hz', 'good', 'game', '4k', '30hz', 'decent', 'game', '1080p', '60hz', 'good', 'video', 'stream', '4k', '30hz', 'decent', 'video', 'stream']",positive,positive
5.0,sid,2024-06-15,smart great quality,honestly super surprise quality projector apps like netflix youtube already come instal also cast phone directly projector love quality totally worth price,electronics,5.0,5.0,"['honestly', 'super', 'surprise', 'quality', 'projector', 'apps', 'like', 'netflix', 'youtube', 'already', 'come', 'instal', 'also', 'cast', 'phone', 'directly', 'projector', 'love', 'quality', 'totally', 'worth', 'price']",positive,positive
5.0,anna,2024-04-24,compact portable projector,light small projector relatively clear even daytime think use not home also campingthe builtin app also fast open,electronics,4.0,5.0,"['light', 'small', 'projector', 'relatively', 'clear', 'even', 'daytime', 'think', 'use', 'not', 'home', 'also', 'campingthe', 'builtin', 'app', 'also', 'fast', 'open']",negative,positive
5.0,rachel,2024-10-23,well worth happy find sale,amaze easy set hook wifi picture crisp clear sound good add sound bar better sound farther away unit,electronics,5.0,5.0,"['amaze', 'easy', 'set', 'hook', 'wifi', 'picture', 'crisp', 'clear', 'sound', 'good', 'add', 'sound', 'bar', 'better', 'sound', 'farther', 'away', 'unit']",positive,positive
5.0,jam,2025-10-30,,buy camp watch scary movies outdoors absolutely love small portable convenient simple plug n play smart projector hdmi bluetooth smart apps preloaded perfect hi def picture amaze sound little projector tho bluetooth external speaker movies outside perfect around,electronics,5.0,5.0,"['buy', 'camp', 'watch', 'scary', 'movies', 'outdoors', 'absolutely', 'love', 'small', 'portable', 'convenient', 'simple', 'plug', 'n', 'play', 'smart', 'projector', 'hdmi', 'bluetooth', 'smart', 'apps', 'preloaded', 'perfect', 'hi', 'def', 'picture', 'amaze', 'sound', 'little', 'projector', 'tho', 'bluetooth', 'external', 'speaker', 'movies', 'outside', 'perfect', 'around']",positive,positive
5.0,carlos,2025-10-31,,im impress little portable projector easy use small speaker inside bluetooth speaker make sound better easily sync smartphone apps already install apps portable cant wait take beach camp even use balcony,electronics,5.0,5.0,"['im', 'impress', 'little', 'portable', 'projector', 'easy', 'use', 'small', 'speaker', 'inside', 'bluetooth', 'speaker', 'make', 'sound', 'better', 'easily', 'sync', 'smartphone', 'apps', 'already', 'install', 'apps', 'portable', 'cant', 'wait', 'take', 'beach', 'camp', 'even', 'use', 'balcony']",positive,positive
4.0,jane,2025-11-20,,work great bluetooth ipad android phone wifi stream service would better resolution color intensity good screen find wall ceiling quite good artist project image canvas sketch wonderful great value doesnt heat 30 minutes use happy,electronics,5.0,5.0,"['work', 'great', 'bluetooth', 'ipad', 'android', 'phone', 'wifi', 'stream', 'service', 'would', 'better', 'resolution', 'color', 'intensity', 'good', 'screen', 'find', 'wall', 'ceiling', 'quite', 'good', 'artist', 'project', 'image', 'canvas', 'sketch', 'wonderful', 'great', 'value', 'doesnt', 'heat', '30', 'minutes', 'use', 'happy']",positive,positive
2.0,freddie,2025-11-16,really worth 41,alright neat gadget like starry sky provide honestly dont believe thing would ever real tell 400 im not buy worth 41 no dont think sell retail 41 able get 25 id bargain think inflate retail value impress upon make good deal think mislead,electronics,5.0,5.0,"['alright', 'neat', 'gadget', 'like', 'starry', 'sky', 'provide', 'honestly', 'dont', 'believe', 'thing', 'would', 'ever', 'real', 'tell', '400', 'im', 'not', 'buy', 'worth', '41', 'no', 'dont', 'think', 'sell', 'retail', '41', 'able', 'get', '25', 'id', 'bargain', 'think', 'inflate', 'retail', 'value', 'impress', 'upon', 'make', 'good', 'deal', 'think', 'mislead']",neutral,positive
